,base_number,ligand_number,aryl_halide_number,additive_number,yield
877,1,1,9,2,77.78682066
878,1,1,10,2,69.39495874
879,1,1,11,2,84.60201966
880,1,1,12,2,85.14015258
881,1,1,13,2,12.48383732
882,1,1,14,2,78.00495066
883,1,1,15,2,83.73721982
884,0,1,1,2,26.05284451
885,0,1,2,2,53.83922891
886,0,1,3,2,52.3137348
887,0,1,4,2,3.500057239
888,0,1,5,2,49.39865649
889,0,1,6,2,56.13504943
890,0,1,7,2,16.2490011
891,0,1,8,2,79.87241595
892,0,1,9,2,81.15116736
893,0,1,10,2,88.44637346
894,0,1,11,2,93.09950718
895,0,1,12,2,99.99999
896,0,1,13,2,36.89391539
897,0,1,14,2,94.34623373
898,0,1,15,2,93.02887198
899,2,1,1,4,34.28672739
900,2,1,2,4,51.07128287
901,2,1,3,4,44.71241275
902,2,1,4,4,1.112505085
903,2,1,5,4,50.90618574
904,2,1,6,4,54.23706048
905,2,1,7,4,4.695061055
906,2,1,8,4,83.3036144
907,2,1,9,4,70.00785114
908,2,1,10,4,52.85443039
909,2,1,11,4,72.15476775
910,2,1,12,4,73.13874552
911,2,1,13,4,18.412337
912,2,1,14,4,1.57607478
913,2,1,15,4,1.834161249
914,1,1,1,4,39.94694428
915,1,1,2,4,54.22375463
916,1,1,3,4,50.12467654
917,1,1,4,4,1.102452884
918,1,1,5,4,45.39654665
919,1,1,6,4,51.57354724
920,1,1,8,4,77.85802389
921,1,1,9,4,80.13587028
922,1,1,10,4,80.58863006
923,1,1,11,4,86.2541164
924,1,1,12,4,91.93340238
925,1,1,13,4,49.30997149
926,1,1,14,4,86.10507439
927,1,1,15,4,88.16754027
928,0,1,1,4,45.04099086
929,0,1,2,4,52.01896484
930,0,1,3,4,50.27132659
931,0,1,4,4,1.402918235
932,0,1,5,4,50.57898439
933,0,1,6,4,51.23480839
934,0,1,7,4,6.591475121
935,0,1,8,4,83.09647392
936,0,1,9,4,79.26160687
937,0,1,10,4,86.19439925
938,0,1,11,4,91.26694463
939,0,1,12,4,95.38648822
940,0,1,13,4,63.26443611
941,0,1,14,4,94.87994774
942,0,1,15,4,93.42111456
943,2,1,1,6,31.76101887
944,2,1,2,6,47.94242943
945,2,1,3,6,42.81292825
946,2,1,4,6,0.39886034
947,2,1,5,6,45.57576479
948,2,1,6,6,49.32093179
949,2,1,7,6,3.622466468
950,2,1,8,6,75.31115449
951,2,1,9,6,67.19184926
952,2,1,10,6,54.63079808
953,2,1,11,6,63.14714159
954,2,1,12,6,63.83709974
955,2,1,13,6,20.39347896
956,2,1,14,6,0
957,2,1,15,6,0
958,1,1,1,6,34.30918762
959,1,1,2,6,52.55061961
960,1,1,3,6,52.37811419
961,1,1,4,6,0.695297498
962,1,1,5,6,43.182647
963,1,1,6,6,52.5635645
964,1,1,7,6,3.012114112
965,1,1,8,6,80.58281911
966,1,1,9,6,81.02094948
967,1,1,10,6,76.63515592
968,1,1,11,6,88.44485055
969,1,1,12,6,90.22793001
970,1,1,13,6,30.758172
971,1,1,14,6,85.68357471
972,1,1,15,6,86.971127
973,0,1,1,6,34.96627405
974,0,1,4,6,0.97555089
975,0,1,5,6,44.07099157
976,0,1,6,6,48.93807733
977,0,1,7,6,3.893641215
978,0,1,8,6,79.05542624
979,0,1,9,6,79.63886176
980,0,1,10,6,86.00345438
981,0,1,11,6,92.13719474
982,0,1,12,6,91.51096876
983,0,1,13,6,30.83522639
984,0,1,14,6,92.72370704
985,0,1,15,6,92.25602815
986,2,2,1,2,9.322132163
987,2,2,2,2,13.23389373
988,2,2,3,2,12.65611523
989,2,2,4,2,0.862512473
990,2,2,5,2,11.12595571
991,2,2,6,2,11.33541199
992,2,2,7,2,3.848767902
993,2,2,8,2,26.55673667
994,2,2,9,2,25.42117806
995,2,2,10,2,23.70056273
996,2,2,11,2,25.95507424
997,2,2,12,2,35.80276164
998,2,2,13,2,66.85191048
999,2,2,14,2,70.56509529
1000,2,2,15,2,66.6354412
1001,1,2,1,2,3.468901589
1002,1,2,2,2,31.17955703
1003,1,2,3,2,44.26289513
1004,1,2,4,2,0
1005,1,2,5,2,11.31352123
1006,1,2,6,2,33.79435982
1007,1,2,7,2,0
1008,1,2,8,2,36.54381967
1009,1,2,9,2,78.50560016
1010,1,2,10,2,32.19059222
1011,1,2,11,2,55.46040564
1012,1,2,12,2,81.63511603
1013,1,2,13,2,4.546243303
1014,1,2,14,2,60.54913452
1015,1,2,15,2,71.15077458
1016,0,2,1,2,22.42347536
1017,0,2,2,2,41.46468331
1018,0,2,3,2,54.24578847
1019,0,2,4,2,1.581660756
1020,0,2,5,2,20.76458994
1021,0,2,6,2,36.05750203
1022,0,2,7,2,7.805738503
1023,0,2,8,2,52.90774845
1024,0,2,9,2,83.29437838
1025,0,2,10,2,50.80872036
1026,0,2,11,2,71.49385038
1027,0,2,12,2,99.99999
1028,0,2,13,2,29.94942755
1029,0,2,14,2,80.02767877
1030,0,2,15,2,88.40427326
1031,2,2,1,4,7.021683633
1032,2,2,2,4,32.41068171
1033,2,2,3,4,34.60429695
1034,2,2,4,4,0.51807887
1035,2,2,5,4,38.44240466
1036,2,2,6,4,50.89816476
1037,2,2,7,4,5.429390182
1038,2,2,8,4,70.22907456
1039,2,2,9,4,73.4448659
1040,2,2,10,4,68.99091328
1041,2,2,11,4,87.93113193
1042,2,2,12,4,89.46707858
1043,2,2,13,4,6.160292213
1044,2,2,14,4,4.80921591
1045,2,2,15,4,4.592618792
1046,1,2,1,4,25.85124884
1047,1,2,2,4,48.4805474
1048,1,2,3,4,47.29404915
1049,1,2,4,4,0.682447226
1050,1,2,5,4,40.82349272
1051,1,2,6,4,45.50089871
1052,1,2,7,4,2.461539411
1053,1,2,8,4,73.58359974
1054,1,2,9,4,79.18190676
1055,1,2,10,4,78.17281005
1056,1,2,11,4,84.44355873
1057,1,2,12,4,91.20970452
1058,1,2,13,4,40.48243437
1059,1,2,14,4,78.37132703
1060,0,2,1,4,23.89038147
1061,0,2,2,4,46.79588748
1062,0,2,3,4,46.14092963
1063,0,2,4,4,0.81239337
1064,0,2,5,4,34.83452753
1065,0,2,6,4,44.26066466
1066,0,2,7,4,9.034825048
1067,0,2,8,4,74.23566846
1068,0,2,9,4,78.10978605
1069,0,2,10,4,86.12188158
1070,0,2,11,4,87.95919128
1071,0,2,12,4,92.35381549
1072,0,2,13,4,42.37662469
1073,0,2,14,4,89.5866498
1074,0,2,15,4,88.35188783
1075,2,2,1,6,1.039364305
1076,2,2,2,6,23.78240992
1077,2,2,3,6,28.58196621
1078,2,2,4,6,0
1079,2,2,5,6,44.72607544
1080,2,2,6,6,37.40734019
1081,2,2,7,6,7.259312325
1082,2,2,8,6,68.29340203
1083,2,2,9,6,71.5462211
1084,2,2,10,6,69.08248124
1085,2,2,11,6,88.30829539
1086,2,2,12,6,92.90401218
1087,2,2,13,6,1.691952122
1088,2,2,14,6,0.955483806
1089,2,2,15,6,0.597977578
1090,1,2,1,6,13.50296194
1091,1,2,2,6,48.49744103
1092,1,2,3,6,50.86308576
1093,1,2,4,6,0
1094,1,2,5,6,47.57684436
1095,1,2,6,6,54.42113597
1096,1,2,7,6,0
1097,1,2,8,6,77.66498135
1098,1,2,9,6,81.47790375
1099,1,2,10,6,63.40623793
1100,1,2,11,6,77.4707991
1101,1,2,12,6,90.37135809
1102,1,2,13,6,13.89042777
1103,1,2,14,6,81.62368897
1104,1,2,15,6,83.33821324
1105,0,2,1,6,18.21528105
1106,0,2,2,6,49.51819322
1107,0,2,3,6,47.67937659
1108,0,2,4,6,0.354218547
1109,0,2,5,6,48.43208177
1110,0,2,6,6,43.57558027
1111,0,2,7,6,4.228381568
1112,0,2,8,6,79.45834404
1113,0,2,9,6,79.06108402
1114,0,2,10,6,87.76406197
1115,0,2,11,6,93.03255731
1116,0,2,12,6,98.84920594
1117,0,2,13,6,14.59032311
1118,0,2,14,6,93.74857618
1119,0,2,15,6,93.10117477
1120,2,3,1,2,9.062775444
1121,2,3,2,2,13.5242012
1122,2,3,3,2,13.8481868
1123,2,3,4,2,1.858564029
1124,2,3,5,2,13.88581248
1125,2,3,6,2,16.72117045
1126,2,3,7,2,6.264897465
1127,2,3,8,2,23.31600153
1128,2,3,9,2,26.3918508
1129,2,3,10,2,19.27582448
1130,2,3,11,2,20.15990301
1131,2,3,12,2,27.24737039
1132,2,3,13,2,68.47251074
1133,2,3,14,2,71.41375314
1134,2,3,15,2,68.57486471
1135,1,3,1,2,3.309805744
1136,1,3,2,2,19.84794125
1137,1,3,3,2,35.66483427
1138,1,3,4,2,0
1139,1,3,5,2,15.1448727
1140,1,3,6,2,47.46105675
1141,1,3,7,2,0.620480408
1142,1,3,8,2,27.30055458
1143,1,3,9,2,67.48065191
1144,1,3,10,2,17.3168226
1145,1,3,11,2,16.25514799
1146,1,3,12,2,50.42857568
1147,1,3,13,2,4.713893798
1148,1,3,14,2,45.27091516
1149,1,3,15,2,58.943816
1150,0,3,1,2,20.59737033
1151,0,3,2,2,33.22033214
1152,0,3,3,2,48.38997285
1153,0,3,4,2,2.018550488
1154,0,3,5,2,28.52881836
1155,0,3,6,2,49.32388819
1156,0,3,7,2,7.120028255
1157,0,3,8,2,49.40490981
1158,0,3,9,2,74.16554821
1159,0,3,10,2,44.47903411
1160,0,3,11,2,59.28097568
1161,0,3,12,2,81.51017538
1162,0,3,13,2,28.30443344
1163,0,3,14,2,68.89095082
1164,0,3,15,2,84.40270662
1165,2,3,1,4,5.298717423
1166,2,3,2,4,41.59326244
1167,2,3,3,4,44.78270058
1168,2,3,4,4,1.262424529
1169,2,3,5,4,53.17975334
1170,2,3,6,4,54.63240731
1171,2,3,7,4,4.246823607
1172,2,3,8,4,82.46360414
1173,2,3,9,4,79.07623711
1174,2,3,10,4,74.61155282
1175,2,3,11,4,83.37705512
1176,2,3,12,4,91.37329051
1177,2,3,13,4,9.147761663
1178,2,3,14,4,1.707595349
1179,2,3,15,4,2.733728741
1180,1,3,1,4,25.8434488
1181,1,3,2,4,48.06786456
1182,1,3,3,4,48.00212967
1183,1,3,4,4,0.85894734
1184,1,3,5,4,46.19696168
1185,1,3,6,4,51.39664392
1186,1,3,7,4,2.615785832
1187,1,3,8,4,73.85492194
1188,1,3,9,4,78.46972259
1189,1,3,10,4,61.91869342
1190,1,3,11,4,66.70576357
1191,1,3,12,4,69.8410056
1192,1,3,13,4,35.8579046
1193,1,3,14,4,81.6084941
1194,1,3,15,4,84.5566149
1195,0,3,1,4,28.68684159
1196,0,3,2,4,53.85457225
1197,0,3,3,4,55.16379105
1198,0,3,4,4,1.068125406
1199,0,3,5,4,54.23706273
1200,0,3,6,4,50.10376029
1201,0,3,7,4,3.135484875
1202,0,3,8,4,80.39591728
1203,0,3,9,4,82.63071562
1204,0,3,10,4,89.88953077
1205,0,3,11,4,92.89765441
1206,0,3,12,4,94.14846732
1207,0,3,13,4,41.58551371
1208,0,3,14,4,95.12897845
1209,0,3,15,4,92.39124083
1210,2,3,1,6,1.261091862
1211,2,3,2,6,12.61696696
1212,2,3,3,6,36.64285561
1213,2,3,4,6,0
1214,2,3,5,6,52.34346738
1215,2,3,6,6,57.08877056
1216,2,3,7,6,1.117675591
1217,2,3,8,6,83.14947865
1218,2,3,9,6,82.84063003
1219,2,3,10,6,80.49152522
1220,2,3,11,6,89.89767813
1221,2,3,12,6,94.29690562
1222,2,3,13,6,2.241763673
1223,2,3,14,6,1.826315609
1224,2,3,15,6,0.747631534
1225,1,3,1,6,9.328786223
1226,1,3,2,6,45.92980056
1227,1,3,3,6,52.24472601
1228,1,3,4,6,0.338169234
1229,1,3,5,6,43.34412585
1230,1,3,6,6,53.38444046
1231,1,3,7,6,0.841459123
1232,1,3,8,6,72.1822742
1233,1,3,9,6,83.93941968
1234,1,3,10,6,38.32865111
1235,1,3,11,6,59.55424843
1236,1,3,12,6,77.75555198
1237,1,3,13,6,11.79076705
1238,1,3,14,6,83.93526521
1239,1,3,15,6,90.73131654
1240,0,3,1,6,12.78013721
1241,0,3,2,6,49.15372199
1242,0,3,3,6,55.56585889
1243,0,3,4,6,0.355367929
1244,0,3,5,6,50.10834683
1245,0,3,6,6,53.33497035
1246,0,3,7,6,0.968826586
1247,0,3,8,6,80.68492948
1248,0,3,9,6,83.05466982
1249,0,3,10,6,81.37846659
1250,0,3,11,6,89.47412112
1251,0,3,12,6,95.75260589
1252,0,3,13,6,9.967076399
1253,0,3,14,6,86.08980917
1254,0,3,15,6,94.54981251
1255,2,0,1,8,11.59050003
1256,2,0,2,8,12.36887401
1257,2,0,3,8,16.16257939
1258,2,0,4,8,1.729864191
1259,2,0,5,8,4.215754471
1260,2,0,6,8,4.112217946
1261,2,0,7,8,7.911192525
1262,2,0,8,8,13.99630758
1263,2,0,9,8,18.40781284
1264,2,0,10,8,13.98755594
1265,2,0,11,8,20.04239857
1266,2,0,12,8,19.49452071
1267,2,0,13,8,9.474964289
1268,2,0,14,8,10.26328927
1269,2,0,15,8,14.9442896
1270,1,0,1,8,15.11582189
1271,1,0,2,8,28.39895545
1272,1,0,3,8,34.38141407
1273,1,0,4,8,0.377050084
1274,1,0,5,8,9.043513945
1275,1,0,6,8,13.524053
1276,1,0,7,8,3.045865819
1277,1,0,8,8,26.51530021
1278,1,0,9,8,28.15132537
1279,1,0,10,8,22.49487977
1280,1,0,11,8,37.83294904
1281,1,0,12,8,43.37501152
1282,1,0,13,8,10.00638892
1283,1,0,14,8,21.4669222
1284,1,0,15,8,32.75793304
1285,0,0,1,8,11.65330714
1286,0,0,2,8,22.58353247
1287,0,0,3,8,35.26155109
1288,0,0,4,8,0.275668441
1289,0,0,5,8,4.057606054
1290,0,0,6,8,8.039691846
1291,0,0,7,8,2.547971795
1292,0,0,8,8,17.09448081
1293,0,0,9,8,30.59514524
1294,0,0,10,8,26.31222578
1295,0,0,11,8,50.09944792
1296,0,0,12,8,55.00354925
1297,0,0,13,8,6.968929302
1298,0,0,14,8,18.1188647
1299,0,0,15,8,29.06844689
1300,2,0,1,10,1.25144582
1301,2,0,2,10,8.110761371
1302,2,0,3,10,9.109122278
1303,2,0,4,10,0.121773863
1304,2,0,5,10,3.267294839
1305,2,0,6,10,9.105544009
1306,2,0,7,10,0.689951869
1307,2,0,8,10,8.876631997
1308,2,0,9,10,6.083579291
1309,2,0,10,10,7.972544215
1310,2,0,11,10,11.17697809
1311,2,0,12,10,13.03686492
1312,2,0,13,10,3.23775549
1313,2,0,14,10,7.996830791
1314,2,0,15,10,9.676524882
1315,1,0,1,10,0
1316,1,0,2,10,3.342369627
1317,1,0,3,10,23.70536277
1318,1,0,4,10,0
1319,1,0,5,10,0
1320,1,0,6,10,1.742923089
1321,1,0,7,10,0
1322,1,0,8,10,1.132043957
1323,1,0,9,10,4.889819476
1324,1,0,10,10,4.510171982
1325,1,0,11,10,34.38173794
1326,1,0,12,10,42.29478749
1327,1,0,13,10,0
1328,1,0,14,10,5.948041851
1329,1,0,15,10,8.970807298
1330,0,0,1,10,0
1331,0,0,2,10,3.074612079
1332,0,0,3,10,14.24693951
1333,0,0,4,10,0
1334,0,0,5,10,0
1335,0,0,6,10,0.878081853
1336,0,0,7,10,0
1337,0,0,8,10,0.830867403
1338,0,0,9,10,2.902396599
1339,0,0,10,10,6.536001371
1340,0,0,11,10,46.5446166
1341,0,0,12,10,46.08846314
1342,0,0,13,10,0
1343,0,0,14,10,3.074693717
1344,0,0,15,10,5.085670913
1345,2,0,1,12,18.46507819
1346,2,0,2,12,13.47157217
1347,2,0,3,12,37.38354754
1348,2,0,4,12,1.208332351
1349,2,0,5,12,39.67142934
1350,2,0,6,12,41.17834608
1351,2,0,7,12,10.30004263
1352,2,0,8,12,61.72597738
1353,2,0,9,12,62.91956913
1354,2,0,10,12,19.78619625
1355,2,0,11,12,23.5354934
1356,2,0,12,12,21.9180702
1357,2,0,13,12,47.96214472
1358,2,0,14,12,27.15198165
1359,2,0,15,12,76.45126838
1360,1,0,1,12,0
1361,1,0,2,12,30.36311877
1362,1,0,3,12,31.86956379
1363,1,0,4,12,0.542497492
1364,1,0,5,12,14.09805788
1365,1,0,6,12,17.10738006
1366,1,0,7,12,3.019148584
1367,1,0,8,12,33.44114491
1368,1,0,9,12,35.15374563
1369,1,0,10,12,24.23900204
1370,1,0,11,12,43.49187499
1371,1,0,12,12,48.23965662
1372,1,0,13,12,14.0670777
1373,1,0,14,12,26.30947521
1374,1,0,15,12,35.92744664
1375,0,0,1,12,12.90070345
1376,0,0,2,12,25.0144043
1377,0,0,3,12,42.53147932
1378,0,0,4,12,0.44794504
1379,0,0,5,12,12.94497014
1380,0,0,6,12,24.71545556
1381,0,0,7,12,2.841459947
1382,0,0,8,12,36.58244249
1383,0,0,9,12,64.13599101
1384,0,0,10,12,32.16531055
1385,0,0,11,12,51.64764803
1386,0,0,12,12,58.39892185
1387,0,0,13,12,13.37572764
1388,0,0,14,12,30.61273502
1389,0,0,15,12,47.66948987
1390,2,0,1,14,9.055172217
1391,2,0,2,14,8.916453721
1392,2,0,3,14,8.674987339
1393,2,0,4,14,1.468935867
1394,2,0,5,14,2.627491811
1395,2,0,6,14,4.471163192
1396,2,0,7,14,6.90640733
1397,2,0,8,14,8.653540466
1398,2,0,9,14,10.22354965
1399,2,0,10,14,7.147436012
1400,2,0,11,14,9.80291595
1401,2,0,12,14,10.13794025
1402,2,0,13,14,3.031273928
1403,2,0,14,14,4.546819288
1404,2,0,15,14,8.546147234
1405,1,0,1,14,7.131859569
1406,1,0,2,14,17.58389829
1407,1,0,3,14,26.35991815
1408,1,0,4,14,0
1409,1,0,5,14,0.665064231
1410,1,0,6,14,2.871965335
1411,1,0,7,14,0
1412,1,0,8,14,4.892554111
1413,1,0,9,14,8.121165956
1414,1,0,10,14,11.68964545
1415,1,0,11,14,24.97534285
1416,1,0,12,14,29.2582978
1417,1,0,13,14,0.894637207
1418,1,0,14,14,2.546576237
1419,1,0,15,14,7.473385241
1420,0,0,1,14,9.967512853
1421,0,0,2,14,17.78386933
1422,0,0,3,14,18.90594075
1423,0,0,4,14,0
1424,0,0,5,14,2.785991996
1425,0,0,6,14,3.936030958
1426,0,0,7,14,3.462173057
1427,0,0,8,14,12.57060724
1428,0,0,9,14,12.67179243
1429,0,0,10,14,14.22488447
1430,0,0,11,14,19.78249574
1431,0,0,12,14,23.41994655
1432,0,0,13,14,6.131625875
1433,0,0,14,14,9.894361569
1434,0,0,15,14,12.53742021
1435,2,1,1,8,9.616112883
1436,2,1,2,8,13.66496862
1437,2,1,3,8,11.85429164
1438,2,1,4,8,2.579332416
1439,2,1,5,8,16.4358293
1440,2,1,6,8,18.29616546
1441,2,1,7,8,2.889330361
1442,2,1,8,8,19.25650723
1443,2,1,9,8,19.42489921
1444,2,1,10,8,30.38899776
1445,2,1,11,8,38.88072897
1446,2,1,12,8,40.27887601
1447,2,1,13,8,11.94269708
1448,2,1,14,8,21.93776353
1449,2,1,15,8,23.04134387
1450,1,1,1,8,10.309392
1451,1,1,2,8,32.25917309
1452,1,1,3,8,36.38251036
1453,1,1,4,8,0.321740184
1454,1,1,5,8,33.60384304
1455,1,1,6,8,42.00742206
1456,1,1,7,8,1.095223411
1457,1,1,8,8,52.43953497
1458,1,1,9,8,54.90007838
1459,1,1,10,8,54.22895975
1460,1,1,11,8,63.56431346
1461,1,1,12,8,63.2869505
1462,1,1,13,8,12.05436323
1463,1,1,14,8,57.02971842
1464,1,1,15,8,54.65489395
1465,0,1,1,8,23.76547665
1466,0,1,2,8,35.88987774
1467,0,1,3,8,46.36906778
1468,0,1,4,8,0.857255308
1469,0,1,5,8,44.39407022
1470,0,1,6,8,53.10447809
1471,0,1,7,8,5.49871711
1472,0,1,8,8,68.26027768
1473,0,1,9,8,67.19924832
1474,0,1,10,8,73.07610721
1475,0,1,11,8,81.15618498
1476,0,1,12,8,79.52732954
1477,0,1,13,8,39.62688642
1478,0,1,14,8,82.02772208
1479,0,1,15,8,86.76211847
1480,2,1,1,10,10.05139356
1481,2,1,2,10,12.33593597
1482,2,1,3,10,10.49048013
1483,2,1,4,10,0.970983294
1484,2,1,5,10,13.33701887
1485,2,1,6,10,17.14482537
1486,2,1,7,10,4.522238884
1487,2,1,8,10,14.62829911
1488,2,1,9,10,13.95628888
1489,2,1,10,10,19.47556274
1490,2,1,11,10,21.66443641
1491,2,1,12,10,18.99441923
1492,2,1,13,10,12.14875689
1493,2,1,14,10,14.44407911
1494,2,1,15,10,11.72782605
1495,1,1,1,10,0.330501293
1496,1,1,2,10,5.800095284
1497,1,1,3,10,9.518190042
1498,1,1,4,10,0
1499,1,1,5,10,6.77799041
1500,1,1,6,10,14.9053934
1501,1,1,7,10,0
1502,1,1,8,10,12.68915479
1503,1,1,9,10,30.40581968
1504,1,1,10,10,8.246523526
1505,1,1,11,10,36.7072802
1506,1,1,12,10,54.29333472
1507,1,1,13,10,0
1508,1,1,14,10,19.13564251
1509,1,1,15,10,13.7385945
1510,0,1,1,10,0.419612341
1511,0,1,2,10,11.85943612
1512,0,1,3,10,33.82793233
1513,0,1,4,10,0
1514,0,1,5,10,13.87014343
1515,0,1,6,10,33.28584241
1516,0,1,7,10,0
1517,0,1,8,10,24.59821074
1518,0,1,9,10,66.86881109
1519,0,1,10,10,14.03184959
1520,0,1,11,10,60.85990802
1521,0,1,12,10,80.53864746
1522,0,1,13,10,0
1523,0,1,14,10,46.74806516
1524,0,1,15,10,45.53588257
1525,2,1,1,12,21.18588073
1526,2,1,2,12,23.00642082
1527,2,1,3,12,39.51659226
1528,2,1,4,12,2.048615833
1529,2,1,5,12,44.92520247
1530,2,1,6,12,47.05254638
1531,2,1,7,12,13.82100293
1532,2,1,8,12,72.6088082
1533,2,1,9,12,69.38989345
1534,2,1,10,12,62.426823
1535,2,1,11,12,76.21686958
1536,2,1,12,12,70.35430221
1537,2,1,13,12,59.99235473
1538,2,1,14,12,75.38356191
1539,2,1,15,12,78.29631742
1540,1,1,1,12,26.29043032
1541,1,1,2,12,34.77458228
1542,1,1,3,12,37.39782282
1543,1,1,4,12,0.96264489
1544,1,1,5,12,39.32908802
1545,1,1,6,12,40.32887688
1546,1,1,7,12,4.451923676
1547,1,1,8,12,61.04819615
1548,1,1,9,12,59.7575144
1549,1,1,10,12,57.84627264
1550,1,1,11,12,65.93366748
1551,1,1,12,12,63.71103229
1552,1,1,13,12,38.01577432
1553,1,1,14,12,66.0578891
1554,1,1,15,12,62.40731324
1555,0,1,1,12,28.72536954
1556,0,1,2,12,34.91231211
1557,0,1,3,12,45.90687609
1558,0,1,4,12,1.413781414
1559,0,1,5,12,50.43757677
1560,0,1,6,12,52.0133379
1561,0,1,7,12,5.620589612
1562,0,1,8,12,73.06292012
1563,0,1,9,12,75.59377488
1564,0,1,10,12,76.3025428
1565,0,1,11,12,80.02551627
1566,0,1,12,12,83.65366275
1567,0,1,13,12,45.11238212
1568,0,1,14,12,78.61845192
1569,0,1,15,12,84.40416295
1570,2,1,1,14,8.912186757
1571,2,1,2,14,10.72342611
1572,2,1,3,14,11.81277895
1573,2,1,4,14,1.84960131
1574,2,1,5,14,9.065649451
1575,2,1,6,14,13.83920399
1576,2,1,7,14,4.278834497
1577,2,1,8,14,16.48404533
1578,2,1,9,14,17.45236147
1579,2,1,10,14,18.18990312
1580,2,1,11,14,23.65087488
1581,2,1,12,14,26.69194458
1582,2,1,13,14,8.194090633
1583,2,1,14,14,14.81646107
1584,2,1,15,14,16.67869351
1585,1,1,1,14,4.385154303
1586,1,1,2,14,27.07281953
1587,1,1,3,14,30.11809644
1588,1,1,4,14,0
1589,1,1,5,14,25.94022732
1590,1,1,6,14,35.19969401
1591,1,1,7,14,0.478819391
1592,1,1,8,14,47.92550874
1593,1,1,9,14,50.62222146
1594,1,1,10,14,38.10999093
1595,1,1,11,14,54.30595244
1596,1,1,12,14,57.95225277
1597,1,1,13,14,3.496970929
1598,1,1,14,14,46.50216111
1599,1,1,15,14,49.89638876
1600,0,1,1,14,14.03295033
1601,0,1,2,14,33.32323005
1602,0,1,3,14,44.03901684
1603,0,1,4,14,4.510108394
1604,0,1,5,14,31.15457228
1605,0,1,6,14,42.55967392
1606,0,1,7,14,16.12823791
1607,0,1,8,14,58.864107
1608,0,1,9,14,61.87528527
1609,0,1,10,14,63.35366236
1610,0,1,11,14,81.85780625
1611,0,1,12,14,86.21496371
1612,0,1,13,14,26.57993699
1613,0,1,14,14,73.72948461
1614,0,1,15,14,77.85078652
1615,2,2,1,8,3.167837071
1616,2,2,2,8,1.983204496
1617,2,2,3,8,2.106143629
1618,2,2,4,8,0.295056228
1619,2,2,5,8,9.853260903
1620,2,2,6,8,9.685019183
1621,2,2,7,8,2.658633939
1622,2,2,8,8,14.46737016
1623,2,2,9,8,17.15607423
1624,2,2,10,8,28.40072634
1625,2,2,11,8,32.01759643
1626,2,2,12,8,39.75657581
1627,2,2,13,8,1.859601121
1628,2,2,14,8,3.947187556
1629,2,2,15,8,5.007207988
1630,1,2,1,8,2.874679313
1631,1,2,2,8,28.48464058
1632,1,2,3,8,35.59381518
1633,1,2,4,8,0
1634,1,2,5,8,19.70724871
1635,1,2,6,8,37.2145199
1636,1,2,7,8,5.479660726
1637,1,2,8,8,38.82629912
1638,1,2,9,8,64.96884309
1639,1,2,10,8,42.31281665
1640,1,2,11,8,57.9744807
1641,1,2,12,8,65.15148191
1642,1,2,13,8,3.551606076
1643,1,2,14,8,53.91867484
1644,1,2,15,8,62.34681732
1645,0,2,1,8,4.68080841
1646,0,2,2,8,29.59583126
1647,0,2,3,8,43.56818344
1648,0,2,4,8,0
1649,0,2,5,8,35.46998729
1650,0,2,6,8,49.74093184
1651,0,2,7,8,5.688672061
1652,0,2,8,8,64.99704829
1653,0,2,9,8,75.71719698
1654,0,2,10,8,77.92695821
1655,0,2,11,8,88.82757824
1656,0,2,12,8,84.31065923
1657,0,2,13,8,8.955957809
1658,0,2,14,8,80.64990682
1659,0,2,15,8,92.20931063
1660,2,2,1,10,2.887815395
1661,2,2,2,10,11.65626027
1662,2,2,3,10,12.51034862
1663,2,2,4,10,0.1532428
1664,2,2,5,10,10.4212352
1665,2,2,6,10,15.44371593
1666,2,2,7,10,1.034854608
1667,2,2,8,10,15.70792465
1668,2,2,9,10,11.23128528
1669,2,2,10,10,13.20129952
1670,2,2,11,10,14.46827704
1671,2,2,12,10,13.88482007
1672,2,2,13,10,6.968372781
1673,2,2,14,10,15.40870509
1674,2,2,15,10,14.85665703
1675,1,2,1,10,0
1676,1,2,2,10,4.220973073
1677,1,2,3,10,11.98186799
1678,1,2,4,10,0
1679,1,2,5,10,3.378377543
1680,1,2,6,10,15.30703648
1681,1,2,7,10,3.549284452
1682,1,2,8,10,7.705318498
1683,1,2,9,10,41.94054392
1684,1,2,10,10,9.609943508
1685,1,2,11,10,15.35251148
1686,1,2,12,10,43.16671419
1687,1,2,13,10,0
1688,1,2,14,10,11.61765415
1689,1,2,15,10,12.24697181
1690,0,2,1,10,0.413827697
1691,0,2,2,10,9.508022367
1692,0,2,3,10,32.14841463
1693,0,2,4,10,0
1694,0,2,5,10,7.275251821
1695,0,2,6,10,35.33585167
1696,0,2,7,10,3.20619178
1697,0,2,8,10,16.32124134
1698,0,2,9,10,73.16269955
1699,0,2,10,10,21.81045338
1700,0,2,11,10,48.23235239
1701,0,2,12,10,78.78970759
1702,0,2,13,10,0
1703,0,2,14,10,12.90161423
1704,0,2,15,10,26.6793303
1705,2,2,1,12,8.171441334
1706,2,2,2,12,19.65092582
1707,2,2,3,12,39.13544884
1708,2,2,4,12,0
1709,2,2,5,12,47.81434881
1710,2,2,6,12,48.36396181
1711,2,2,7,12,1.372286353
1712,2,2,8,12,67.28395541
1713,2,2,9,12,74.23518284
1714,2,2,10,12,73.53944548
