base_number,base_smiles,ligand_number,ligand_smiles,aryl_halide_number,aryl_halide_smiles,additive_number,additive,additive_smiles,product_smiles,yield
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,6,COc1ccc(I)cc1,6,3-methylisoxazole,Cc1ccon1,COc1ccc(Nc2ccc(C)cc2)cc1,53.33497035
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,7,CCc1ccc(Cl)cc1,6,3-methylisoxazole,Cc1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.968826586
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,8,CCc1ccc(Br)cc1,6,3-methylisoxazole,Cc1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,80.68492948
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,9,CCc1ccc(I)cc1,6,3-methylisoxazole,Cc1ccon1,CCc1ccc(Nc2ccc(C)cc2)cc1,83.05466982
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,10,Clc1ccccn1,6,3-methylisoxazole,Cc1ccon1,Cc1ccc(Nc2ccccn2)cc1,81.37846659
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,11,Brc1ccccn1,6,3-methylisoxazole,Cc1ccon1,Cc1ccc(Nc2ccccn2)cc1,89.47412112
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,12,Ic1ccccn1,6,3-methylisoxazole,Cc1ccon1,Cc1ccc(Nc2ccccn2)cc1,95.75260589
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,13,Clc1cccnc1,6,3-methylisoxazole,Cc1ccon1,Cc1ccc(Nc2cccnc2)cc1,9.967076399
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,14,Brc1cccnc1,6,3-methylisoxazole,Cc1ccon1,Cc1ccc(Nc2cccnc2)cc1,86.08980917
0,CN1CCCN2CCCN=C12,3,CC(C1=C(C2=C(OC)C=CC(OC)=C2P(C34CC5CC(C4)CC(C5)C3)C67CC8CC(C7)CC(C8)C6)C(C(C)C)=CC(C(C)C)=C1)C,15,Ic1cccnc1,6,3-methylisoxazole,Cc1ccon1,Cc1ccc(Nc2cccnc2)cc1,94.54981251
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,11.59050003
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,12.36887401
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,16.16257939
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,1.729864191
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,4.215754471
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,4.112217946
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,7.911192525
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,13.99630758
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,18.40781284
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,13.98755594
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,20.04239857
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,19.49452071
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,13,Clc1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,9.474964289
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,14,Brc1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,10.26328927
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,15,Ic1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,14.9442896
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,15.11582189
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,28.39895545
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,34.38141407
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.377050084
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,9.043513945
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,13.524053
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,3.045865819
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,26.51530021
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,28.15132537
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,22.49487977
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,37.83294904
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,43.37501152
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,13,Clc1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,10.00638892
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,14,Brc1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,21.4669222
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,15,Ic1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,32.75793304
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,11.65330714
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,22.58353247
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,35.26155109
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,0.275668441
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,4.057606054
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,COc1ccc(Nc2ccc(C)cc2)cc1,8.039691846
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,2.547971795
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,17.09448081
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,8,5-methylisoxazole,Cc1oncc1,CCc1ccc(Nc2ccc(C)cc2)cc1,30.59514524
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,26.31222578
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,50.09944792
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2ccccn2)cc1,55.00354925
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,13,Clc1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,6.968929302
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,14,Brc1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,18.1188647
0,CN1CCCN2CCCN=C12,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,15,Ic1cccnc1,8,5-methylisoxazole,Cc1oncc1,Cc1ccc(Nc2cccnc2)cc1,29.06844689
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,1.25144582
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,8.110761371
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,9.109122278
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,COc1ccc(Nc2ccc(C)cc2)cc1,0.121773863
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,COc1ccc(Nc2ccc(C)cc2)cc1,3.267294839
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,COc1ccc(Nc2ccc(C)cc2)cc1,9.105544009
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,0.689951869
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,8.876631997
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,6.083579291
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccccn2)cc1,7.972544215
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccccn2)cc1,11.17697809
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccccn2)cc1,13.03686492
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,13,Clc1cccnc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2cccnc2)cc1,3.23775549
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,14,Brc1cccnc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2cccnc2)cc1,7.996830791
2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,15,Ic1cccnc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2cccnc2)cc1,9.676524882
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,1,FC(F)(F)c1ccc(Cl)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,2,FC(F)(F)c1ccc(Br)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,3.342369627
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,3,FC(F)(F)c1ccc(I)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,23.70536277
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,4,COc1ccc(Cl)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,COc1ccc(Nc2ccc(C)cc2)cc1,0
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,5,COc1ccc(Br)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,COc1ccc(Nc2ccc(C)cc2)cc1,0
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,6,COc1ccc(I)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,COc1ccc(Nc2ccc(C)cc2)cc1,1.742923089
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,7,CCc1ccc(Cl)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,0
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,8,CCc1ccc(Br)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,1.132043957
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,9,CCc1ccc(I)cc1,10,benzo[c]isoxazole,o1cc2ccccc2n1,CCc1ccc(Nc2ccc(C)cc2)cc1,4.889819476
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,10,Clc1ccccn1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccccn2)cc1,4.510171982
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,11,Brc1ccccn1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccccn2)cc1,34.38173794
1,CN(C)/C(N(C)C)=N\C(C)(C)C,0,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,12,Ic1ccccn1,10,benzo[c]isoxazole,o1cc2ccccc2n1,Cc1ccc(Nc2ccccn2)cc1,42.29478749
